|dates|Walker_Texas_UnitedStates.JHU_ConfirmedCases.data|Walker_Texas_UnitedStates.JHU_ConfirmedCases.missing|Walker_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Walker_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Walker_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Walker_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|716.0|0|27.0|0|0.0|0
0|2020-05-28|716.0|0|27.0|0|0.0|0
0|2020-05-29|716.0|0|27.0|0|0.0|0
0|2020-05-30|716.0|0|27.0|0|0.0|0
