|dates|Banks_Georgia_UnitedStates.JHU_ConfirmedCases.data|Banks_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Banks_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Banks_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Banks_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Banks_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|43.0|0|0.0|0|0.0|0
0|2020-05-18|43.0|0|0.0|0|0.0|0
0|2020-05-19|46.0|0|0.0|0|0.0|0
0|2020-05-20|46.0|0|0.0|0|0.0|0
0|2020-05-21|68.0|0|0.0|0|0.0|0
0|2020-05-22|73.0|0|0.0|0|0.0|0
0|2020-05-23|73.0|0|0.0|0|0.0|0
