|dates|Wilson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Wilson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Wilson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Wilson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Wilson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Wilson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|382.0|0|8.0|0|0.0|0
0|2020-05-28|382.0|0|8.0|0|0.0|0
0|2020-05-29|382.0|0|8.0|0|0.0|0
0|2020-05-30|382.0|0|8.0|0|0.0|0
