|dates|Glynn_Georgia_UnitedStates.JHU_ConfirmedCases.data|Glynn_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Glynn_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Glynn_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Glynn_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Glynn_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|85.0|0|1.0|0|0.0|0
0|2020-05-25|87.0|0|1.0|0|0.0|0
0|2020-05-26|87.0|0|1.0|0|0.0|0
