|dates|Kauai_Hawaii_UnitedStates.JHU_ConfirmedCases.data|Kauai_Hawaii_UnitedStates.JHU_ConfirmedCases.missing|Kauai_Hawaii_UnitedStates.JHU_ConfirmedDeaths.data|Kauai_Hawaii_UnitedStates.JHU_ConfirmedDeaths.missing|Kauai_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.data|Kauai_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|20.0|0|0.0|0|0.0|0
0|2020-05-28|20.0|0|0.0|0|0.0|0
0|2020-05-29|20.0|0|0.0|0|0.0|0
0|2020-05-30|20.0|0|0.0|0|0.0|0
