|dates|Schenectady_NewYork_UnitedStates.JHU_ConfirmedCases.data|Schenectady_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Schenectady_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Schenectady_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Schenectady_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Schenectady_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|673.0|0|29.0|0|0.0|0
0|2020-05-28|673.0|0|29.0|0|0.0|0
0|2020-05-29|673.0|0|29.0|0|0.0|0
0|2020-05-30|673.0|0|29.0|0|0.0|0
