|dates|Scott_Missouri_UnitedStates.JHU_ConfirmedCases.data|Scott_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Scott_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|84.0|0|6.0|0|0.0|0
0|2020-05-15|85.0|0|6.0|0|0.0|0
0|2020-05-16|85.0|0|6.0|0|0.0|0
