|dates|Callahan_Texas_UnitedStates.JHU_ConfirmedCases.data|Callahan_Texas_UnitedStates.JHU_ConfirmedCases.missing|Callahan_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Callahan_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Callahan_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Callahan_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|1.0|0|0.0|0
0|2020-05-25|8.0|0|1.0|0|0.0|0
0|2020-05-26|8.0|0|1.0|0|0.0|0
