|dates|Lee_Florida_UnitedStates.JHU_ConfirmedCases.data|Lee_Florida_UnitedStates.JHU_ConfirmedCases.missing|Lee_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1350.0|0|73.0|0|0.0|0
0|2020-05-15|1385.0|0|74.0|0|0.0|0
0|2020-05-16|1385.0|0|74.0|0|0.0|0
