|dates|Chautauqua_NewYork_UnitedStates.JHU_ConfirmedCases.data|Chautauqua_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Chautauqua_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Chautauqua_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Chautauqua_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Chautauqua_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|78.0|0|4.0|0|0.0|0
0|2020-05-28|78.0|0|4.0|0|0.0|0
0|2020-05-29|78.0|0|4.0|0|0.0|0
0|2020-05-30|78.0|0|4.0|0|0.0|0
