|dates|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|33.0|0|1.0|0|0.0|0
0|2020-05-28|33.0|0|1.0|0|0.0|0
0|2020-05-29|33.0|0|1.0|0|0.0|0
0|2020-05-30|33.0|0|1.0|0|0.0|0
