|dates|Scott_Iowa_UnitedStates.JHU_ConfirmedCases.data|Scott_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Scott_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|346.0|0|10.0|0|0.0|0
0|2020-05-28|346.0|0|10.0|0|0.0|0
0|2020-05-29|346.0|0|10.0|0|0.0|0
0|2020-05-30|346.0|0|10.0|0|0.0|0
