|dates|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|120.0|0|10.0|0|0.0|0
0|2020-05-15|127.0|0|10.0|0|0.0|0
0|2020-05-16|127.0|0|10.0|0|0.0|0
