|dates|Sioux_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Sioux_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Sioux_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Sioux_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Sioux_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Sioux_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6373.0|0|78.0|0|0.0|0
0|2020-05-28|6373.0|0|78.0|0|0.0|0
0|2020-05-29|6373.0|0|78.0|0|0.0|0
0|2020-05-30|6373.0|0|78.0|0|0.0|0
