|dates|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|226.0|0|11.0|0|0.0|0
0|2020-05-28|226.0|0|11.0|0|0.0|0
0|2020-05-29|226.0|0|11.0|0|0.0|0
0|2020-05-30|226.0|0|11.0|0|0.0|0
