|dates|Washington_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Washington_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Washington_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|212.0|0|4.0|0|0.0|0
0|2020-05-28|212.0|0|4.0|0|0.0|0
0|2020-05-29|212.0|0|4.0|0|0.0|0
0|2020-05-30|212.0|0|4.0|0|0.0|0
