|dates|Kootenai_Idaho_UnitedStates.JHU_ConfirmedCases.data|Kootenai_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Kootenai_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Kootenai_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Kootenai_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Kootenai_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|64.0|0|0.0|0|0.0|0
0|2020-05-15|64.0|0|0.0|0|0.0|0
0|2020-05-16|64.0|0|0.0|0|0.0|0
