|dates|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|187.0|0|7.0|0|0.0|0
0|2020-05-25|193.0|0|7.0|0|0.0|0
0|2020-05-26|193.0|0|7.0|0|0.0|0
