|dates|Donley_Texas_UnitedStates.JHU_ConfirmedCases.data|Donley_Texas_UnitedStates.JHU_ConfirmedCases.missing|Donley_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Donley_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Donley_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Donley_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|26.0|0|0.0|0|0.0|0
0|2020-05-25|26.0|0|0.0|0|0.0|0
0|2020-05-26|26.0|0|0.0|0|0.0|0
