|dates|Linn_Iowa_UnitedStates.JHU_ConfirmedCases.data|Linn_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Linn_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Linn_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Linn_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Linn_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|938.0|0|76.0|0|0.0|0
0|2020-05-28|938.0|0|76.0|0|0.0|0
0|2020-05-29|938.0|0|76.0|0|0.0|0
0|2020-05-30|938.0|0|76.0|0|0.0|0
