|dates|McLean_Illinois_UnitedStates.JHU_ConfirmedCases.data|McLean_Illinois_UnitedStates.JHU_ConfirmedCases.missing|McLean_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|McLean_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|McLean_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|McLean_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|170.0|0|6.0|0|0.0|0
0|2020-05-18|186.0|0|6.0|0|0.0|0
0|2020-05-19|189.0|0|6.0|0|0.0|0
0|2020-05-20|191.0|0|6.0|0|0.0|0
0|2020-05-21|195.0|0|9.0|0|0.0|0
0|2020-05-22|195.0|0|9.0|0|0.0|0
0|2020-05-23|195.0|0|9.0|0|0.0|0
