|dates|Limestone_Alabama_UnitedStates.JHU_ConfirmedCases.data|Limestone_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Limestone_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Limestone_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Limestone_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Limestone_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|86.0|0|0.0|0|0.0|0
0|2020-05-28|86.0|0|0.0|0|0.0|0
0|2020-05-29|86.0|0|0.0|0|0.0|0
0|2020-05-30|86.0|0|0.0|0|0.0|0
