|dates|Arthur_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Arthur_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Arthur_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Arthur_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Arthur_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Arthur_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|0.0|0|0.0|0|0.0|0
0|2020-05-25|0.0|0|0.0|0|0.0|0
0|2020-05-26|0.0|0|0.0|0|0.0|0
