|dates|OutofKY_Kentucky_UnitedStates.JHU_ConfirmedCases.data|OutofKY_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|OutofKY_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|OutofKY_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|OutofKY_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|OutofKY_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|0.0|0|0.0|0|0.0|0
0|2020-05-25|0.0|0|0.0|0|0.0|0
0|2020-05-26|0.0|0|0.0|0|0.0|0
