|dates|Jasper_Iowa_UnitedStates.JHU_ConfirmedCases.data|Jasper_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|247.0|0|12.0|0|0.0|0
0|2020-05-18|249.0|0|13.0|0|0.0|0
0|2020-05-19|250.0|0|14.0|0|0.0|0
0|2020-05-20|250.0|0|14.0|0|0.0|0
0|2020-05-21|249.0|0|14.0|0|0.0|0
0|2020-05-22|250.0|0|15.0|0|0.0|0
0|2020-05-23|250.0|0|15.0|0|0.0|0
