|dates|Buchanan_Virginia_UnitedStates.JHU_ConfirmedCases.data|Buchanan_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Buchanan_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Buchanan_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Buchanan_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Buchanan_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|18.0|0|0.0|0|0.0|0
0|2020-05-28|18.0|0|0.0|0|0.0|0
0|2020-05-29|18.0|0|0.0|0|0.0|0
0|2020-05-30|18.0|0|0.0|0|0.0|0
