|dates|Bexar_Texas_UnitedStates.JHU_ConfirmedCases.data|Bexar_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bexar_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bexar_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bexar_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bexar_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1976.0|0|58.0|0|0.0|0
0|2020-05-15|1976.0|0|58.0|0|0.0|0
0|2020-05-16|1976.0|0|58.0|0|0.0|0
