|dates|Miller_Missouri_UnitedStates.JHU_ConfirmedCases.data|Miller_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Miller_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Miller_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Miller_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Miller_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
