|dates|Grayson_Texas_UnitedStates.JHU_ConfirmedCases.data|Grayson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Grayson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Grayson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Grayson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Grayson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|122.0|0|0.0|0|0.0|0
0|2020-05-15|129.0|0|0.0|0|0.0|0
0|2020-05-16|129.0|0|0.0|0|0.0|0
