|dates|Juniata_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Juniata_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Juniata_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Juniata_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Juniata_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Juniata_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|94.0|0|1.0|0|0.0|0
0|2020-05-15|94.0|0|1.0|0|0.0|0
0|2020-05-16|94.0|0|1.0|0|0.0|0
