|dates|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|54.0|0|2.0|0|0.0|0
0|2020-05-18|55.0|0|2.0|0|0.0|0
0|2020-05-19|55.0|0|2.0|0|0.0|0
0|2020-05-20|60.0|0|2.0|0|0.0|0
0|2020-05-21|60.0|0|2.0|0|0.0|0
0|2020-05-22|63.0|0|2.0|0|0.0|0
0|2020-05-23|63.0|0|2.0|0|0.0|0
