|dates|OutofNV_Nevada_UnitedStates.JHU_ConfirmedCases.data|OutofNV_Nevada_UnitedStates.JHU_ConfirmedCases.missing|OutofNV_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|OutofNV_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|OutofNV_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|OutofNV_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|0.0|0|0.0|0|0.0|0
0|2020-05-25|0.0|0|0.0|0|0.0|0
0|2020-05-26|0.0|0|0.0|0|0.0|0
