|dates|Clay_Kansas_UnitedStates.JHU_ConfirmedCases.data|Clay_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Clay_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|5.0|0|1.0|0|0.0|0
0|2020-05-28|5.0|0|1.0|0|0.0|0
0|2020-05-29|5.0|0|1.0|0|0.0|0
0|2020-05-30|5.0|0|1.0|0|0.0|0
