|dates|Callahan_Texas_UnitedStates.JHU_ConfirmedCases.data|Callahan_Texas_UnitedStates.JHU_ConfirmedCases.missing|Callahan_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Callahan_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Callahan_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Callahan_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|8.0|0|1.0|0|0.0|0
0|2020-05-18|8.0|0|1.0|0|0.0|0
0|2020-05-19|8.0|0|1.0|0|0.0|0
0|2020-05-20|8.0|0|1.0|0|0.0|0
0|2020-05-21|8.0|0|1.0|0|0.0|0
0|2020-05-22|8.0|0|1.0|0|0.0|0
0|2020-05-23|8.0|0|1.0|0|0.0|0
