|dates|Jefferson_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Jefferson_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|100.0|0|1.0|0|0.0|0
0|2020-05-18|101.0|0|1.0|0|0.0|0
0|2020-05-19|101.0|0|1.0|0|0.0|0
0|2020-05-20|115.0|0|1.0|0|0.0|0
0|2020-05-21|131.0|0|1.0|0|0.0|0
0|2020-05-22|140.0|0|1.0|0|0.0|0
0|2020-05-23|140.0|0|1.0|0|0.0|0
