|dates|Barry_Michigan_UnitedStates.JHU_ConfirmedCases.data|Barry_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Barry_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Barry_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Barry_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Barry_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|62.0|0|2.0|0|0.0|0
0|2020-05-28|62.0|0|2.0|0|0.0|0
0|2020-05-29|62.0|0|2.0|0|0.0|0
0|2020-05-30|62.0|0|2.0|0|0.0|0
