|dates|Henry_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Henry_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Henry_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|19.0|0|0.0|0|0.0|0
0|2020-05-28|19.0|0|0.0|0|0.0|0
0|2020-05-29|19.0|0|0.0|0|0.0|0
0|2020-05-30|19.0|0|0.0|0|0.0|0
