|dates|Bremer_Iowa_UnitedStates.JHU_ConfirmedCases.data|Bremer_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Bremer_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Bremer_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Bremer_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Bremer_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|64.0|0|5.0|0|0.0|0
0|2020-05-18|64.0|0|5.0|0|0.0|0
0|2020-05-19|65.0|0|5.0|0|0.0|0
0|2020-05-20|65.0|0|5.0|0|0.0|0
0|2020-05-21|65.0|0|5.0|0|0.0|0
0|2020-05-22|65.0|0|5.0|0|0.0|0
0|2020-05-23|65.0|0|5.0|0|0.0|0
