|dates|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|767.0|0|72.0|0|0.0|0
0|2020-05-18|774.0|0|72.0|0|0.0|0
0|2020-05-19|780.0|0|73.0|0|0.0|0
0|2020-05-20|792.0|0|76.0|0|0.0|0
0|2020-05-21|806.0|0|76.0|0|0.0|0
0|2020-05-22|812.0|0|76.0|0|0.0|0
0|2020-05-23|812.0|0|76.0|0|0.0|0
