|dates|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedCases.data|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedCases.missing|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|14.0|0|1.0|0|0.0|0
0|2020-05-18|15.0|0|1.0|0|0.0|0
0|2020-05-19|15.0|0|1.0|0|0.0|0
0|2020-05-20|15.0|0|1.0|0|0.0|0
0|2020-05-21|16.0|0|1.0|0|0.0|0
0|2020-05-22|19.0|0|0.0|0|0.0|0
0|2020-05-23|19.0|0|0.0|0|0.0|0
