|dates|Perry_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Perry_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Perry_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|35.0|0|1.0|0|0.0|0
0|2020-05-15|36.0|0|2.0|0|0.0|0
0|2020-05-16|36.0|0|2.0|0|0.0|0
