|dates|Johnson_Texas_UnitedStates.JHU_ConfirmedCases.data|Johnson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|148.0|0|4.0|0|0.0|0
0|2020-05-25|148.0|0|4.0|0|0.0|0
0|2020-05-26|148.0|0|4.0|0|0.0|0
