|dates|Madera_California_UnitedStates.JHU_ConfirmedCases.data|Madera_California_UnitedStates.JHU_ConfirmedCases.missing|Madera_California_UnitedStates.JHU_ConfirmedDeaths.data|Madera_California_UnitedStates.JHU_ConfirmedDeaths.missing|Madera_California_UnitedStates.JHU_ConfirmedRecoveries.data|Madera_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|90.0|0|2.0|0|0.0|0
0|2020-05-28|90.0|0|2.0|0|0.0|0
0|2020-05-29|90.0|0|2.0|0|0.0|0
0|2020-05-30|90.0|0|2.0|0|0.0|0
