|dates|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedCases.data|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|122.0|0|1.0|0|0.0|0
0|2020-05-28|122.0|0|1.0|0|0.0|0
0|2020-05-29|122.0|0|1.0|0|0.0|0
0|2020-05-30|122.0|0|1.0|0|0.0|0
