|dates|Columbia_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Columbia_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Columbia_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|36.0|0|1.0|0|0.0|0
0|2020-05-18|36.0|0|1.0|0|0.0|0
0|2020-05-19|36.0|0|1.0|0|0.0|0
0|2020-05-20|37.0|0|1.0|0|0.0|0
0|2020-05-21|36.0|0|1.0|0|0.0|0
0|2020-05-22|37.0|0|1.0|0|0.0|0
0|2020-05-23|37.0|0|1.0|0|0.0|0
