|dates|Lake_Illinois_UnitedStates.JHU_ConfirmedCases.data|Lake_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Lake_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|7845.0|0|270.0|0|0.0|0
0|2020-05-28|7845.0|0|270.0|0|0.0|0
0|2020-05-29|7845.0|0|270.0|0|0.0|0
0|2020-05-30|7845.0|0|270.0|0|0.0|0
