|dates|Oconee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Oconee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Oconee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Oconee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Oconee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Oconee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|48.0|0|0.0|0|0.0|0
0|2020-05-28|48.0|0|0.0|0|0.0|0
0|2020-05-29|48.0|0|0.0|0|0.0|0
0|2020-05-30|48.0|0|0.0|0|0.0|0
