|dates|Winneshiek_Iowa_UnitedStates.JHU_ConfirmedCases.data|Winneshiek_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Winneshiek_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Winneshiek_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Winneshiek_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Winneshiek_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|18.0|0|0.0|0|0.0|0
0|2020-05-18|20.0|0|0.0|0|0.0|0
0|2020-05-19|21.0|0|0.0|0|0.0|0
0|2020-05-20|20.0|0|0.0|0|0.0|0
0|2020-05-21|21.0|0|0.0|0|0.0|0
0|2020-05-22|21.0|0|0.0|0|0.0|0
0|2020-05-23|21.0|0|0.0|0|0.0|0
