|dates|Harrison_Indiana_UnitedStates.JHU_ConfirmedCases.data|Harrison_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|188.0|0|21.0|0|0.0|0
0|2020-05-28|188.0|0|21.0|0|0.0|0
0|2020-05-29|188.0|0|21.0|0|0.0|0
0|2020-05-30|188.0|0|21.0|0|0.0|0
