|dates|Ellis_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Ellis_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Ellis_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Ellis_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Ellis_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Ellis_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4127.0|0|247.0|0|0.0|0
0|2020-05-28|4127.0|0|247.0|0|0.0|0
0|2020-05-29|4127.0|0|247.0|0|0.0|0
0|2020-05-30|4127.0|0|247.0|0|0.0|0
