|dates|Vanderburgh_Indiana_UnitedStates.JHU_ConfirmedCases.data|Vanderburgh_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Vanderburgh_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Vanderburgh_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Vanderburgh_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Vanderburgh_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|207.0|0|2.0|0|0.0|0
0|2020-05-18|219.0|0|2.0|0|0.0|0
0|2020-05-19|223.0|0|3.0|0|0.0|0
0|2020-05-20|225.0|0|2.0|0|0.0|0
0|2020-05-21|229.0|0|2.0|0|0.0|0
0|2020-05-22|230.0|0|2.0|0|0.0|0
0|2020-05-23|230.0|0|2.0|0|0.0|0
