|dates|Rockwall_Texas_UnitedStates.JHU_ConfirmedCases.data|Rockwall_Texas_UnitedStates.JHU_ConfirmedCases.missing|Rockwall_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Rockwall_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Rockwall_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Rockwall_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|156.0|0|12.0|0|0.0|0
0|2020-05-28|156.0|0|12.0|0|0.0|0
0|2020-05-29|156.0|0|12.0|0|0.0|0
0|2020-05-30|156.0|0|12.0|0|0.0|0
