|dates|Bay_Michigan_UnitedStates.JHU_ConfirmedCases.data|Bay_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Bay_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Bay_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Bay_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Bay_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|226.0|0|12.0|0|0.0|0
0|2020-05-15|228.0|0|14.0|0|0.0|0
0|2020-05-16|228.0|0|14.0|0|0.0|0
