|dates|Nevada_California_UnitedStates.JHU_ConfirmedCases.data|Nevada_California_UnitedStates.JHU_ConfirmedCases.missing|Nevada_California_UnitedStates.JHU_ConfirmedDeaths.data|Nevada_California_UnitedStates.JHU_ConfirmedDeaths.missing|Nevada_California_UnitedStates.JHU_ConfirmedRecoveries.data|Nevada_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|41.0|0|1.0|0|0.0|0
0|2020-05-28|41.0|0|1.0|0|0.0|0
0|2020-05-29|41.0|0|1.0|0|0.0|0
0|2020-05-30|41.0|0|1.0|0|0.0|0
