|dates|Pershing_Nevada_UnitedStates.JHU_ConfirmedCases.data|Pershing_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Pershing_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Pershing_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Pershing_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Pershing_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|0.0|0|0.0|0|0.0|0
0|2020-05-25|0.0|0|0.0|0|0.0|0
0|2020-05-26|0.0|0|0.0|0|0.0|0
