|dates|Calhoun_Michigan_UnitedStates.JHU_ConfirmedCases.data|Calhoun_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|301.0|0|18.0|0|0.0|0
0|2020-05-18|304.0|0|18.0|0|0.0|0
0|2020-05-19|308.0|0|19.0|0|0.0|0
0|2020-05-20|320.0|0|19.0|0|0.0|0
0|2020-05-21|327.0|0|19.0|0|0.0|0
0|2020-05-22|334.0|0|20.0|0|0.0|0
0|2020-05-23|334.0|0|20.0|0|0.0|0
