|dates|Sierra_California_UnitedStates.JHU_ConfirmedCases.data|Sierra_California_UnitedStates.JHU_ConfirmedCases.missing|Sierra_California_UnitedStates.JHU_ConfirmedDeaths.data|Sierra_California_UnitedStates.JHU_ConfirmedDeaths.missing|Sierra_California_UnitedStates.JHU_ConfirmedRecoveries.data|Sierra_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|58456.0|0|2381.0|0|0.0|0
0|2020-05-18|58456.0|0|2381.0|0|0.0|0
0|2020-05-19|58456.0|0|2381.0|0|0.0|0
0|2020-05-20|58456.0|0|2381.0|0|0.0|0
0|2020-05-21|58456.0|0|2381.0|0|0.0|0
0|2020-05-22|58456.0|0|2381.0|0|0.0|0
0|2020-05-23|58456.0|0|2381.0|0|0.0|0
