|dates|Taney_Missouri_UnitedStates.JHU_ConfirmedCases.data|Taney_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Taney_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Taney_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Taney_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Taney_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|12.0|0|2.0|0|0.0|0
0|2020-05-15|12.0|0|2.0|0|0.0|0
0|2020-05-16|12.0|0|2.0|0|0.0|0
