|dates|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|12510.0|0|472.0|0|0.0|0
0|2020-05-28|12510.0|0|472.0|0|0.0|0
0|2020-05-29|12510.0|0|472.0|0|0.0|0
0|2020-05-30|12510.0|0|472.0|0|0.0|0
