|dates|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|0.0|0|0.0|0
0|2020-05-25|8.0|0|0.0|0|0.0|0
0|2020-05-26|8.0|0|0.0|0|0.0|0
