|dates|Humboldt_California_UnitedStates.JHU_ConfirmedCases.data|Humboldt_California_UnitedStates.JHU_ConfirmedCases.missing|Humboldt_California_UnitedStates.JHU_ConfirmedDeaths.data|Humboldt_California_UnitedStates.JHU_ConfirmedDeaths.missing|Humboldt_California_UnitedStates.JHU_ConfirmedRecoveries.data|Humboldt_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|77.0|0|0.0|0|0.0|0
0|2020-05-18|77.0|0|0.0|0|0.0|0
0|2020-05-19|86.0|0|2.0|0|0.0|0
0|2020-05-20|88.0|0|2.0|0|0.0|0
0|2020-05-21|88.0|0|2.0|0|0.0|0
0|2020-05-22|88.0|0|2.0|0|0.0|0
0|2020-05-23|88.0|0|2.0|0|0.0|0
