|dates|Yates_NewYork_UnitedStates.JHU_ConfirmedCases.data|Yates_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Yates_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Yates_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Yates_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Yates_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|22.0|0|1.0|0|0.0|0
0|2020-05-15|22.0|0|4.0|0|0.0|0
0|2020-05-16|22.0|0|4.0|0|0.0|0
