|dates|Belknap_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Belknap_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Belknap_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Belknap_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Belknap_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Belknap_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|53.0|0|0.0|0|0.0|0
0|2020-05-18|53.0|0|0.0|0|0.0|0
0|2020-05-19|53.0|0|0.0|0|0.0|0
0|2020-05-20|54.0|0|0.0|0|0.0|0
0|2020-05-21|54.0|0|0.0|0|0.0|0
0|2020-05-22|54.0|0|0.0|0|0.0|0
0|2020-05-23|54.0|0|0.0|0|0.0|0
