|dates|Echols_Georgia_UnitedStates.JHU_ConfirmedCases.data|Echols_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Echols_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Echols_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Echols_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Echols_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|15.0|0|0.0|0|0.0|0
0|2020-05-18|16.0|0|0.0|0|0.0|0
0|2020-05-19|21.0|0|0.0|0|0.0|0
0|2020-05-20|53.0|0|0.0|0|0.0|0
0|2020-05-21|54.0|0|0.0|0|0.0|0
0|2020-05-22|59.0|0|0.0|0|0.0|0
0|2020-05-23|59.0|0|0.0|0|0.0|0
